Index	Mass	RT	ParentCompound	ParentCompoundSmiles	GoodFilter	FilterNoisyT0	FilterNoisyT12	FilterDifferentMassDefect	FilterLikelyDrugFragment	FilterLikelyDrugMetaboliteFragment	PotentialFragments	IonSpectrum	LeadingMZ	DrugMassFlag	DrugMassDelta	MassDiff	DrugConsumedFlag	NumberOfDrugs	NumberOfIncreasedT12vsT0
3471	391.203	1.336	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	0	0	0		(821.365, 388.72)(392.2105, 56347.57)(393.2197, 19395.24)(394.2212, 6605.01)	392.211	0	107.068	107.068	0	1	1
3569	397.656	2.093	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	1	0	0		(398.663, 5906.21)(399.6694, 3319.18)(400.6622, 1738.05)	398.663	0	113.521	113.521	0	1	0
4125	438.733	2.151	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	1	0	0		(439.7404, 26176.41)(440.7427, 3951.88)(441.7295, 3057.48)(878.4675, 1106.22)	439.74	0	154.598	154.598	0	1	1
4133	439.243	1.534	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	0	0	0		(440.25, 43818.93)(441.2441, 16227.87)(442.2599, 12623.29)	440.25	0	155.108	155.108	0	1	4
4335	455.625	1.194	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	1	0	0		(456.6319, 5586.19)(457.6356, 2393.0)(458.6308, 807.59)(912.2587, 452.19)	456.632	0	171.49	171.49	0	1	0
4495	470.099	2.188	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	0	1	0	0	0		(471.1054, 2397.1)(941.2042, 575.24)(942.2086, 513.64)(943.1994, 6239.68)	943.199	0	185.964	185.964	0	1	0
4981	516.738	1.525	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	1	0	0		(517.7458, 51920.3)(518.7493, 11208.92)	517.746	0	232.603	232.604	0	1	0
5001	519.294	2.275	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	0	0	0		(520.3046, 13744.15)(521.3078, 4071.83)	520.305	0	235.159	235.159	0	1	0
5178	541.945	2.208	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	0	1	1	0	0		(542.9494, 5374.38)(543.9507, 1734.9)(544.9523, 2774.28)	542.949	0	257.81	257.81	0	1	0
5273	555.172	0.921	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	0	0	0		(556.1791, 5994.33)(557.1825, 1963.82)(558.1809, 765.53)	556.179	0	271.037	271.037	0	2	0
5300	558.76	3.279	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	1	0	0		(559.768, 5155.83)(560.7834, 4137.66)(561.7808, 3077.26)	559.768	0	274.626	274.626	0	1	0
5362	568.831	2.214	PROMETHAZINE	CC(CN1c2ccccc2Sc2ccccc21)N(C)C	0	1	1	1	0	0		(569.8362, 7052.7)(570.8245, 4552.66)	569.836	0	284.696	284.696	0	1	0
1296	248.07	2.236	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	1	0	0	0	0	0		(249.0771, 1229556.6)(250.0804, 140607.47)(251.0746, 353354.4)(252.0771, 41729.28)(253.0797, 2414.82)	249.077	0	-0.013	-0.013	0	1	1
1298	248.083	2.233	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	1	0	0	0	0	0		(249.0907, 1458393.1)(250.094, 165644.73)(251.0882, 411413.78)(252.0906, 47411.14)(253.0912, 3685.06)	249.091	1	0.001	0.0	0	1	0
2031	303.106	0.389	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	0	1	1	0	0	0		(304.1096, 5765.94)(305.1163, 896.92)(306.1175, 4251.29)	304.11	0	55.023	55.023	0	1	0
2747	344.2	0.923	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	0	1	0	0	0	0		(345.2073, 41038.18)(346.2047, 8937.84)	345.207	0	96.117	96.117	0	1	0
3211	374.178	1.684	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	1	0	0	0	0	0		(375.1842, 22015.85)(376.1955, 7590.77)	375.184	0	126.095	126.095	0	1	0
3626	401.218	1.098	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	0	1	1	0	0	0		(402.2236, 55012.15)(403.2181, 26925.71)(404.2098, 39660.61)(803.434, 1031.81)	402.224	0	153.135	153.135	0	2	0
4040	432.213	1.634	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	0	1	1	0	0	0		(433.2202, 23051.32)(434.2156, 7271.35)	433.22	0	184.13	184.13	0	1	0
4452	466.257	2.794	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	0	1	1	0	0	0		(467.2631, 7558.73)(468.2701, 1753.97)(469.2715, 2016.16)	467.263	0	218.174	218.174	0	1	1
4915	509.322	5.311	PYRIMETHAMINE	CCc1[nH+]c(N)nc(N)c1-c1ccc(Cl)cc1	0	0	0	1	0	0		(510.3297, 26241.78)(511.3323, 8115.29)(512.3364, 2188.09)	510.33	0	261.24	261.24	0	1	1
1339	252.072	2.634	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	0	0	0	1	1		(253.0797, 7499.44)(254.0848, 1622.09)(255.0787, 897.46)(543.1049, 433.24)(505.1447, 535.06)	253.08	0	-131.094	-131.094	0	1	0
2207	314.067	0.412	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	1	0	0	0	0		(337.0582, 1664.46)(353.033, 2213.41)(354.0315, 745.22)(355.0393, 1421.87)(315.0737, 8449.0)	315.074	0	-69.1	-69.1	0	1	1
2361	322.171	1.263	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	1	0	0	0	0		(667.3273, 6184.23)(668.3256, 1336.07)(323.1783, 9864.67)(324.1834, 5212.51)(325.1723, 22698.75)(645.3505, 2550.22)(646.3586, 4393.38)	325.172	0	-60.996	-60.996	0	1	1
3330	383.167	2.693	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	1	0	0	0	0	0	[[1339],252.072,2.634][[3968],427.176,2.636][[3970],427.180,2.611][[6271],768.402,2.607]	(406.1589, 2263.56)(789.3195, 659.69)(384.1744, 1567502.1)(385.1779, 340639.25)(386.1753, 77834.31)(387.1756, 14899.38)(388.1784, 2622.62)(767.3498, 601.19)	384.174	1	0.0	0.0	0	1	0
3644	402.732	1.352	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	0	0	1	0	0		(403.7395, 8601.23)(404.7331, 2654.84)	403.74	0	19.566	19.566	0	1	0
3864	419.711	0.962	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	1	0	1	0	0		(862.413, 7077.68)(863.4167, 3105.31)(864.4121, 1184.97)(420.7193, 4292.08)(458.6742, 1914.08)	862.413	0	36.545	36.545	0	2	1
3946	425.178	3.046	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	1	0	0	0	0	0		(426.1852, 16567.04)(427.1919, 5587.9)	426.185	0	42.011	42.011	0	1	1
3968	427.176	2.636	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	0	0	0	1	1		(428.1819, 18655.96)(429.1834, 6562.96)(430.1767, 2458.15)	428.182	0	44.009	44.007	0	1	0
3970	427.18	2.611	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	0	0	0	1	1		(428.1876, 8879.56)(429.1927, 3090.63)(430.1852, 2394.15)	428.188	0	44.014	44.014	0	1	0
4364	458.092	0.374	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	1	1	0	0	0		(939.1694, 672.58)(940.1713, 716.16)(459.0994, 10381.6)(460.1025, 1851.51)(461.0994, 1887.09)(955.1485, 743.31)(956.1552, 479.56)(917.1984, 950.53)	459.099	0	74.926	74.926	0	1	6
5840	641.701	1.741	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	0	1	1	0	0		(642.7088, 7426.9)(643.7118, 1227.83)	642.709	0	258.534	258.534	0	1	1
6271	768.402	2.607	QUETIAPINE	OCCOCCN1CCN(C2=[NH+]c3ccccc3Sc3ccccc32)CC1	0	0	0	1	1	1		(769.4091, 16174.39)(770.402, 9426.76)(771.4008, 2375.06)	769.409	0	385.235	385.235	0	1	0
742	200.106	2.401	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	1	0	0	0	0	0		(201.1125, 19863.04)(202.1115, 6809.86)(203.1073, 742.1)	201.113	0	-199.102	-199.102	0	1	1
1226	243.045	4.082	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	1	0	0	0	0	0		(487.1025, 608.76)(244.0519, 47841.53)(245.0554, 8110.16)(246.0492, 16889.03)(247.0529, 2758.09)	244.052	0	-156.163	-156.163	0	1	0
1413	258.056	2.738	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	1	0	0	0	0	0		(259.0631, 11430.31)(260.0667, 2009.41)(261.0604, 3910.6)	259.063	0	-141.152	-141.152	0	1	0
1423	259.029	4.204	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	1	0	0	0	0	0		(260.036, 8749.37)(261.0461, 1714.61)(262.0356, 3163.73)	260.036	0	-140.179	-140.179	0	1	2
1538	267.264	5.577	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	0	1	0	0	0		(290.2498, 387.56)(268.2714, 2613.45)(269.2762, 736.21)(270.2793, 5565.38)(271.279, 1298.81)	270.279	0	-131.944	-131.944	0	1	0
1996	300.142	2.159	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	0	0	0	1	1		(301.1547, 9243.75)(302.15, 2015.88)(339.1056, 2279.48)(340.1029, 1481.92)	301.155	0	-99.066	-99.068	0	1	0
2694	342.026	0.668	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	1	1	0	0	0		(343.0337, 9302.48)(344.0406, 4246.63)	343.034	0	-57.182	-57.182	0	1	1
2970	358.108	2.967	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	1	0	0	0	0	0		(359.1155, 11770.57)(360.1192, 2946.53)(361.1136, 3731.64)(362.1171, 835.03)	359.115	0	-41.099	-41.099	0	1	1
2974	358.182	0.417	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	0	1	0	0	0		(359.1868, 10374.45)(397.1451, 8042.73)(398.1588, 4329.12)(399.1472, 3773.03)	359.187	0	-41.026	-41.026	0	1	0
3761	412.267	1.939	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	1	1	0	0	0		(435.2578, 6677.74)(413.2749, 10751.11)(414.2756, 4252.88)	413.275	0	13.059	13.059	0	1	0
3920	423.244	2.716	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	0	1	0	0	0		(869.4668, 1164.71)(424.2509, 7470.81)(425.2466, 1677.97)(462.2043, 3948.05)	424.251	0	24.036	24.036	0	1	0
5406	574.343	3.503	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	1	1	0	0	0		(575.3502, 15005.41)(576.35, 3575.9)(577.3574, 2538.83)	575.35	0	175.135	175.135	0	1	1
5531	590.842	3.386	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	1	1	1	0	0		(591.841, 5147.44)(592.8324, 1887.83)(593.8216, 5123.12)	591.841	0	191.634	191.634	0	1	1
5536	591.356	3.544	QUINACRINE	CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2[nH+]c2ccc(OC)cc12	0	0	1	0	0	0		(592.3644, 4906.75)(593.3632, 2316.17)(594.3617, 5779.4)	594.362	0	192.148	192.148	0	1	0
492	176.094	0.732	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	0	0	0		(177.1016, 6692.94)(178.1058, 1364.99)	177.102	0	-262.121	-262.121	1	1	3
1059	229.077	4.487	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(230.0841, 8082.43)(231.078, 1728.8)(232.0767, 900.25)	230.084	0	-209.139	-209.139	1	1	0
1061	229.107	2.599	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	0	0	0		(230.1148, 32369.82)(231.1179, 3803.0)(232.1186, 718.75)	230.115	0	-209.108	-209.109	1	1	0
1073	230.106	4.487	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(231.1134, 6005.56)(232.1164, 1251.33)(233.1163, 2680.85)	231.113	0	-208.109	-208.109	1	1	1
1822	288.181	4.528	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(289.1881, 5126.85)(290.1955, 268.61)(291.1949, 2914.84)(577.3668, 5021.77)(578.3663, 1945.21)(579.3673, 679.28)	289.188	0	-150.035	-150.035	1	1	0
2133	310.195	4.548	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(643.3783, 584.86)(311.2032, 11092.46)(312.218, 955.24)(313.1993, 1791.37)(621.3936, 3369.9)(622.3895, 1720.47)(623.3875, 790.06)	311.203	0	-128.02	-128.02	1	1	0
2282	318.168	4.374	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	0	0	0		(341.1574, 33518.17)(342.1615, 5466.67)(343.1687, 1530.5)(319.1758, 9294.2)(320.1781, 2388.68)(321.1703, 2097.98)(357.1267, 927.67)	341.157	0	-120.047	-120.048	1	2	2
2283	318.174	4.508	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(319.1813, 6722.44)(320.1851, 2103.41)(321.1736, 6719.05)	319.181	0	-120.041	-120.042	1	1	0
2513	330.205	4.584	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(353.1951, 6100.8)(354.1975, 1411.09)(331.2112, 5355.28)(332.2136, 1653.59)(333.2146, 16117.63)(334.2188, 1809.5)(699.3685, 412.86)(369.169, 9955.49)(370.1729, 3071.36)(371.176, 583.73)	333.215	0	-108.01	-108.01	1	1	0
2544	332.207	4.564	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(333.2148, 9072.52)(334.218, 785.97)(665.4207, 1527.15)(666.4208, 673.29)(667.4123, 460.04)	333.215	0	-106.008	-106.008	1	1	0
2915	354.22	4.846	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	0	0	0		(377.2084, 2786.46)(378.2151, 924.66)(355.2274, 18433.58)(356.2314, 4322.89)	355.227	0	-83.996	-83.996	1	2	0
3208	374.163	4.469	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(375.1761, 2506.07)(376.1773, 708.48)(377.1749, 18587.86)	377.175	0	-64.053	-64.052	1	1	0
3210	374.169	4.5	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(375.1765, 10021.48)(376.1785, 1652.32)(377.1746, 66293.18)	377.175	0	-64.046	-64.046	1	1	0
3255	376.233	4.611	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(775.459, 1099.45)(377.2405, 7467.31)(378.2464, 2753.44)	377.24	0	-61.982	-61.982	1	1	0
3580	398.245	4.651	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(399.2522, 22401.61)(400.2557, 4528.3)	399.252	0	-39.971	-39.971	1	1	0
3581	398.247	4.672	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(819.4901, 2847.35)(399.2545, 14876.09)(400.2553, 2626.8)(401.2539, 1403.14)	399.255	0	-39.968	-39.968	1	1	0
3585	398.749	4.676	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	0	0	1	0	0		(399.7563, 6813.63)(400.7572, 600.22)(401.745, 667.73)	399.756	0	-39.466	-39.466	1	1	0
3873	420.205	4.467	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(443.1942, 32623.76)(444.1969, 8877.12)(445.2025, 1656.33)(446.2068, 344.05)(863.3985, 727.31)(421.213, 315478.62)(422.2155, 78347.31)(423.218, 11327.19)(424.222, 1962.3)(459.1677, 2424.69)(460.1695, 695.16)(461.172, 355.3)	421.213	0	-18.01	-18.011	1	1	0
3879	420.26	4.663	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(863.5131, 1168.53)(421.2673, 9586.73)(422.2599, 3494.99)	421.267	0	-17.956	-17.956	1	1	0
3978	427.257	4.441	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(450.2469, 2456.76)(451.2512, 1063.04)(428.263, 6336.81)(429.2632, 2673.25)(430.2698, 1515.48)	428.263	0	-10.959	-10.959	1	1	0
4118	438.216	3.606	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0	[[5923],656.864,3.518]	(461.204, 4245.36)(462.2135, 1720.65)(439.2232, 1255625.4)(440.2268, 303396.38)(441.2296, 47730.27)(442.2316, 6004.47)(477.1768, 537.15)	439.223	1	0.001	0.0	1	1	0
4180	442.274	4.7	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(443.2812, 6622.3)(444.2885, 3288.16)(445.2926, 3019.87)(481.2391, 1388.24)	443.281	0	4.058	4.058	1	1	0
4445	465.263	4.513	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(466.2696, 7241.87)(467.2734, 2710.94)(468.2761, 1239.56)	466.27	0	27.047	27.048	1	1	0
4514	471.283	4.455	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(494.2719, 1731.5)(495.2702, 688.06)(496.2621, 375.05)(472.29, 6375.42)(473.2931, 1678.68)(474.2904, 661.08)	472.29	0	33.067	33.067	1	1	0
4693	488.309	4.526	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(489.3167, 11606.72)(490.3172, 4210.68)(491.3109, 460.08)	489.317	0	50.093	50.093	1	1	2
4879	504.157	4.487	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(505.1645, 6327.32)(506.1667, 1829.13)(507.1715, 503.5)	505.164	0	65.941	65.941	1	1	0
4972	515.309	4.482	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(516.3161, 8170.44)(517.3192, 2690.53)(518.3202, 284.03)	516.316	0	77.093	77.093	1	1	0
5103	532.331	4.507	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(533.3409, 5521.09)(534.3403, 2253.3)(535.3377, 1240.7)	533.341	0	94.116	94.116	1	1	0
5104	532.335	4.507	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(533.3418, 7873.83)(534.3428, 2847.45)(535.3373, 983.09)	533.342	0	94.119	94.119	1	1	0
5309	559.335	4.509	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(582.3248, 894.57)(583.3251, 566.11)(584.3388, 344.55)(560.3422, 9263.02)(561.345, 2792.08)(562.3393, 926.33)	560.342	0	121.119	121.119	1	1	0
5319	560.343	5.276	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	0	0	0		(561.3503, 8149.97)(562.3535, 2086.95)(563.3558, 1032.33)	561.35	0	122.128	122.128	1	1	2
5513	588.387	5.329	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	0	0	0		(589.394, 7832.09)(590.398, 4277.99)(591.3846, 1103.46)	589.394	0	150.172	150.172	1	1	0
5618	603.361	4.543	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(604.3678, 7940.73)(605.3703, 3219.05)(606.3631, 1160.15)	604.368	0	165.145	165.145	1	1	1
5619	603.37	4.355	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	0	0	0		(604.3776, 41662.73)(605.3798, 8695.66)(606.3633, 25386.42)	604.378	0	165.155	165.155	1	1	0
5871	647.387	4.571	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(648.3938, 8928.21)(649.3957, 3574.79)(650.3915, 1466.38)	648.394	0	209.171	209.171	1	1	0
5872	647.397	4.392	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	0	0	0		(648.4039, 29853.87)(649.4066, 8071.29)(650.3898, 16866.58)(651.382, 1908.43)(652.4009, 6632.26)(653.3927, 1670.78)(654.3892, 4764.23)	648.404	0	209.181	209.181	1	1	0
5923	656.864	3.518	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	0	1	1	1	1		(657.8712, 14202.03)(658.8653, 6192.57)(659.8598, 5269.69)	657.871	0	218.648	218.648	1	1	0
6056	691.413	4.612	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	1	0	0	0	0	0		(692.42, 6473.87)(693.4227, 2687.13)(694.4217, 1204.37)	692.42	0	253.197	253.197	1	1	0
6057	691.423	4.437	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	0	1	0	0		(692.4297, 6603.02)(693.4312, 2436.03)(694.4164, 2655.38)(695.4115, 424.71)(696.4297, 2325.95)(697.428, 389.71)	692.43	0	253.207	253.207	1	1	0
6140	717.883	3.365	QUINAPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)[O-]	0	1	1	1	0	0		(718.8892, 6131.05)(719.8949, 4414.18)(720.8934, 1376.54)	718.889	0	279.668	279.668	1	1	0
76	119.987	4.155	QUININE SULFATE	C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	0	1	1	1	0	0		(142.9756, 2065.18)(120.994, 10534.04)(121.9918, 4.23)(122.9897, 9917.51)	120.994	0	-204.197	-204.197	0	2	1
287	152.017	4.147	QUININE SULFATE	C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	0	1	1	0	0	0		(327.0246, 1744.02)(153.024, 13820.28)	153.024	0	-172.167	-172.167	0	1	0
362	162.078	1.838	QUININE SULFATE	C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	0	0	0	0	1	1		(163.0862, 437279.44)(164.0886, 15066.69)(165.083, 3071.77)	163.086	0	-162.105	-162.105	0	1	1
363	162.092	1.824	QUININE SULFATE	C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	0	0	0	0	1	1		(163.0996, 938356.9)(164.1023, 26213.63)(165.0983, 1421.22)(363.1459, 2866.11)(325.1911, 1715698.1)(326.1954, 339053.47)(327.1976, 43631.68)	325.191	0	-162.092	-162.092	0	1	8
368	163.1	1.997	QUININE SULFATE	C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	1	0	0	0	0	0		(327.2066, 90667.61)(328.2112, 13913.68)(329.2066, 4307.7)(349.1889, 4660.8)(164.1076, 52661.56)(165.109, 2728.75)	327.207	0	-161.084	-161.084	0	1	0
633	188.072	1.816	QUININE SULFATE	C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	0	0	0	0	1	1		(189.0793, 18381.02)(190.0861, 3627.68)(191.0694, 1335.43)	189.079	0	-136.112	-136.112	0	1	0
2044	304.122	0.415	QUININE SULFATE	C=CC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12	0	1	0	0	0	0		(327.1109, 5116.02)(305.1284, 16740.5)(343.0876, 29173.34)(344.0858, 5511.94)(345.0817, 3047.99)	343.088	0	-20.062	-20.062	0	2	1
